protein_id,symbol,community,degree,annotation
10090.ENSMUSP00000085581,Ube2c,8,102,"Ubiquitin-conjugating enzyme E2 C; Accepts ubiquitin from the E1 complex and catalyzes its covalent attachment to other proteins. In vitro catalyzes 'Lys-11'- and 'Lys-48'-linked polyubiquitination. Acts as an essential factor of the anaphase promoting complex/cyclosome (APC/C), a cell cycle-regulated ubiquitin ligase that controls progression through mitosis. Acts by initiating 'Lys-11'-linked polyubiquitin chains on APC/C substrates, leading to the degradation of APC/C substrates by the proteasome and promoting mitotic exit; Belongs to the ubiquitin-conjugating enzyme family."
10090.ENSMUSP00000135427,H2bc18,8,59,"Histone H2B type 2-B; Core component of nucleosome. Nucleosomes wrap and compact DNA into chromatin, limiting DNA accessibility to the cellular machineries which require DNA as a template. Histones thereby play a central role in transcription regulation, DNA repair, DNA replication and chromosomal stability. DNA accessibility is regulated via a complex set of post-translational modifications of histones, also called histone code, and nucleosome remodeling."
10090.ENSMUSP00000136673,Larp1,3,34,"La-related protein 1; RNA-binding protein that regulates the translation of specific target mRNA species downstream of the mTORC1 complex, in function of growth signals and nutrient availability. Interacts on the one hand with the 3' poly-A tails that are present in all mRNA molecules, and on the other hand with the 7-methylguanosine cap structure of mRNAs containing a 5' terminal oligopyrimidine (5'TOP) motif, which is present in mRNAs encoding ribosomal proteins and several components of the translation machinery. The interaction with the 5' end of mRNAs containing a 5'TOP motif lead [...] "
10090.ENSMUSP00000025170,Wdr46,0,158,WD repeat-containing protein 46; Scaffold component of the nucleolar structure. Required for localization of DDX21 and NCL to the granular compartment of the nucleolus.
10090.ENSMUSP00000018918,Cd68,4,52,"Macrosialin; Could play a role in phagocytic activities of tissue macrophages, both in intracellular lysosomal metabolism and extracellular cell-cell and cell-pathogen interactions. Binds to tissue- and organ-specific lectins or selectins, allowing homing of macrophage subsets to particular sites. Rapid recirculation of CD68 from endosomes and lysosomes to the plasma membrane may allow macrophages to crawl over selectin-bearing substrates or other cells; Belongs to the LAMP family."
10090.ENSMUSP00000082346,Morf4l1,6,33,"Mortality factor 4-like protein 1; Component of the NuA4 histone acetyltransferase complex which is involved in transcriptional activation of select genes principally by acetylation of nucleosomal histones H4 and H2A. This modification may both alter nucleosome - DNA interactions and promote interaction of the modified histones with other proteins which positively regulate transcription. This complex may be required for the activation of transcriptional programs associated with oncogene and proto-oncogene mediated growth induction, tumor suppressor mediated growth arrest and replicativ [...] "
10090.ENSMUSP00000133815,Hspa1b,11,100,"Heat shock 70 kDa protein 1B; Molecular chaperone implicated in a wide variety of cellular processes, including protection of the proteome from stress, folding and transport of newly synthesized polypeptides, activation of proteolysis of misfolded proteins and the formation and dissociation of protein complexes. Plays a pivotal role in the protein quality control system, ensuring the correct folding of proteins, the re-folding of misfolded proteins and controlling the targeting of proteins for subsequent degradation. This is achieved through cycles of ATP binding, ATP hydrolysis and AD [...] "
10090.ENSMUSP00000101389,Gm13101,1,58,Predicted gene 13101.
10090.ENSMUSP00000074756,Exosc1,0,58,"Exosome complex component CSL4; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytop [...] "
10090.ENSMUSP00000140941,Tnnt2,4,18,"Troponin T, cardiac muscle; Troponin T is the tropomyosin-binding subunit of troponin, the thin filament regulatory complex which confers calcium-sensitivity to striated muscle actomyosin ATPase activity."
10090.ENSMUSP00000144093,Gm7978,1,58,Predicted gene 7978.
10090.ENSMUSP00000136280,Dpf3,8,36,"Zinc finger protein DPF3; Muscle-specific component of the BAF complex, a multiprotein complex involved in transcriptional activation and repression of select genes by chromatin remodeling (alteration of DNA-nucleosome topology). Specifically binds acetylated lysines on histone 3 and 4 (H3K14ac, H3K9ac, H4K5ac, H4K8ac, H4K12ac, H4K16ac). In the complex, it acts as a tissue-specific anchor between histone acetylations and methylations and chromatin remodeling. It thereby probably plays an essential role in heart and skeletal muscle development (By similarity). Belongs to the neuron-spec [...] "
10090.ENSMUSP00000107627,Atp5g3,9,63,"ATP synthase F(0) complex subunit C3, mitochondrial; Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanis [...] "
10090.ENSMUSP00000148107,Ldha,9,44,L-lactate dehydrogenase A chain; Belongs to the LDH/MDH superfamily. LDH family.
10090.ENSMUSP00000009693,Srp14,3,52,"Signal recognition particle 14 kDa protein; Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. SRP9 together with SRP14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of SRP9 and SRP14 is required for SRP RNA binding."
10090.ENSMUSP00000099510,Mtor,4,118,"Serine/threonine-protein kinase mTOR; Serine/threonine protein kinase which is a central regulator of cellular metabolism, growth and survival in response to hormones, growth factors, nutrients, energy and stress signals. MTOR directly or indirectly regulates the phosphorylation of at least 800 proteins. Functions as part of 2 structurally and functionally distinct signaling complexes mTORC1 and mTORC2 (mTOR complex 1 and 2). Activated mTORC1 up-regulates protein synthesis by phosphorylating key regulators of mRNA translation and ribosome synthesis (By similarity). This includes phosph [...] "
10090.ENSMUSP00000057996,Fem1a,1,58,"Protein fem-1 homolog A-A; Probable component of an E3 ubiquitin-protein ligase complex, in which it may act as a substrate recognition subunit. May participate in antiinflammatory signaling via its interaction with PTGER4 (By similarity); Belongs to the fem-1 family."
10090.ENSMUSP00000113308,Synj1,10,40,"Synaptojanin-1; Phosphatase that acts on various phosphoinositides, including phosphatidylinositol 4-phosphate, phosphatidylinositol (4,5)- bisphosphate and phosphatidylinositol (3,4,5)-trisphosphate (By similarity). Has a role in clathrin-mediated endocytosis (By similarity). Hydrolyzes PIP2 bound to actin regulatory proteins resulting in the rearrangement of actin filaments downstream of tyrosine kinase and ASH/GRB2 (By similarity). Belongs to the synaptojanin family."
10090.ENSMUSP00000152211,Rps18-ps5,3,241,"Ribosomal protein S18, pseudogene 5; Belongs to the universal ribosomal protein uS13 family."
10090.ENSMUSP00000041538,Eif1,3,70,Eukaryotic translation initiation factor 1; Necessary for scanning and involved in initiation site selection. Promotes the assembly of 48S ribosomal complexes at the authentic initiation codon of a conventional capped mRNA (By similarity); Belongs to the SUI1 family.
10090.ENSMUSP00000025505,Dctn4,11,13,Dynactin subunit 4; Could have a dual role in dynein targeting and in ACTR1A/Arp1 subunit of dynactin pointed-end capping. Could be involved in ACTR1A pointed-end binding and in additional roles in linking dynein and dynactin to the cortical cytoskeleton.
10090.ENSMUSP00000003450,Ddx23,5,46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 23.
10090.ENSMUSP00000047865,Dhx38,5,64,DEAH (Asp-Glu-Ala-His) box polypeptide 38.
10090.ENSMUSP00000110771,Cul4b,11,29,"Cullin-4B; Core component of multiple cullin-RING-based E3 ubiquitin- protein ligase complexes which mediate the ubiquitination and subsequent proteasomal degradation of target proteins. The functional specificity of the E3 ubiquitin-protein ligase complex depends on the variable substrate recognition subunit. CUL4B may act within the complex as a scaffold protein, contributing to catalysis through positioning of the substrate and the ubiquitin-conjugating enzyme. Plays a role as part of the E3 ubiquitin-protein ligase complex in polyubiquitination of CDT1, histone H2A, histone H3 and  [...] "
10090.ENSMUSP00000095866,Arrb1,4,55,"Beta-arrestin-1; Functions in regulating agonist-mediated G-protein coupled receptor (GPCR) signaling by mediating both receptor desensitization and resensitization processes. During homologous desensitization, beta- arrestins bind to the GPRK-phosphorylated receptor and sterically preclude its coupling to the cognate G-protein; the binding appears to require additional receptor determinants exposed only in the active receptor conformation. The beta-arrestins target many receptors for internalization by acting as endocytic adapters (CLASPs, clathrin- associated sorting proteins) and re [...] "
10090.ENSMUSP00000021306,Eftud2,5,238,"116 kDa U5 small nuclear ribonucleoprotein component; Required for pre-mRNA splicing as component of the spliceosome, including pre-catalytic, catalytic and post-catalytic spliceosomal complexes (By similarity). Component of the U5 snRNP and the U4/U6-U5 tri-snRNP complex, a building block of the spliceosome (By similarity)."
10090.ENSMUSP00000026795,Alox5,7,38,"Arachidonate 5-lipoxygenase; Catalyzes the first step in leukotriene biosynthesis, and thereby plays a role in inflammatory processes. Belongs to the lipoxygenase family."
10090.ENSMUSP00000047571,Hnrnpu,5,33,"Heterogeneous nuclear ribonucleoprotein U; DNA- and RNA-binding protein involved in several cellular processes such as nuclear chromatin organization, telomere-length regulation, transcription, mRNA alternative splicing and stability, Xist-mediated transcriptional silencing and mitotic cell progression. Plays a role in the regulation of interphase large-scale gene-rich chromatin organization through chromatin-associated RNAs (caRNAs) in a transcription-dependent manner, and thereby maintains genomic stability (By similarity). Required for the localization of the long non-coding Xist RN [...] "
